Timestamp,Session_ID,Fruit_ID,Quality,Area,Status
17:43:25,20260401_174310,31,18.9,20736,REJECT
17:43:25,20260401_174310,32,43.1,16384,LOW
17:43:26,20260401_174310,33,33.5,20164,REJECT
17:43:26,20260401_174310,34,59.4,20164,LOW
17:43:26,20260401_174310,35,30.1,4900,REJECT
17:43:27,20260401_174310,36,63.7,17956,LOW
17:43:27,20260401_174310,37,15.9,4356,REJECT
17:43:27,20260401_174310,38,19.3,4356,REJECT
17:43:27,20260401_174310,39,60.1,18496,LOW
17:43:28,20260401_174310,40,35.3,45796,REJECT
17:43:28,20260401_174310,41,54.1,36864,LOW
17:43:28,20260401_174310,42,33.1,4900,REJECT
17:43:28,20260401_174310,43,27.3,12100,REJECT
17:43:28,20260401_174310,44,31.7,32400,REJECT
17:43:29,20260401_174310,45,56.6,33124,LOW
17:43:29,20260401_174310,46,35.3,26244,REJECT
17:43:29,20260401_174310,47,58.8,28900,LOW
17:43:29,20260401_174310,48,37.7,20736,REJECT
17:43:30,20260401_174310,49,58.7,29584,LOW
17:43:30,20260401_174310,50,64.9,34596,LOW
17:43:30,20260401_174310,51,39.1,49284,REJECT
17:43:30,20260401_174310,52,52.5,38416,LOW
17:43:31,20260401_174310,53,53.2,49284,LOW
17:43:31,20260401_174310,54,43.2,20164,LOW
17:43:31,20260401_174310,55,44.4,35344,LOW
17:43:31,20260401_174310,56,44.0,12100,LOW
17:43:32,20260401_174310,57,44.9,45796,LOW
17:43:32,20260401_174310,58,34.8,6724,REJECT
17:43:32,20260401_174310,59,38.6,5776,REJECT
17:43:33,20260401_174310,60,38.5,10404,REJECT
17:43:33,20260401_174310,61,19.9,4356,REJECT
17:43:34,20260401_174310,62,21.9,49284,REJECT
17:43:34,20260401_174310,63,20.0,4096,REJECT
17:43:35,20260401_174310,64,27.2,7056,REJECT
17:43:36,20260401_174310,65,19.9,9604,REJECT
17:43:36,20260401_174310,66,23.2,7744,REJECT
17:43:36,20260401_174310,67,35.2,7744,REJECT
17:43:37,20260401_174310,68,29.6,8464,REJECT
