Vision_Quality,Area,Gas_Quality,Humidity,Temperature,Shelf_Life_Days,Spoilage_Phase
88.11143433530357,349034.0,100.0,74.7,28.5,,3
89.58467808614284,344225.0,100.0,74.7,28.5,,3
83.41070394495812,328125.0,100.0,74.7,28.5,,3
87.73797383827201,328263.0,100.0,74.7,28.4,,3
82.29723373858269,354257.0,100.0,74.7,28.5,,3
85.96018226063316,410159.0,100.0,74.7,28.5,,3
75.0,393660.0,100.0,74.7,28.5,,3
97.96868153998103,267064.0,100.0,74.7,28.4,,3
85.25849924735721,335142.0,100.0,74.7,28.4,,3
76.73990644225744,318887.0,100.0,74.8,28.4,,3
79.11539323627338,420090.0,100.0,74.7,28.4,,3
95.48542714517968,400862.0,100.0,74.7,28.4,,3
93.77337651234588,304837.0,100.0,74.8,28.4,,3
83.80383786976181,369574.0,100.0,74.6,28.4,,3
78.22297752886443,378519.0,100.0,74.8,28.4,,3
86.07739681473493,335007.0,100.0,74.8,28.4,,3
93.68767974562793,367770.0,100.0,74.8,28.4,,3
85.11227067344736,396373.0,100.0,74.8,28.4,,3
79.35149337920082,374637.0,100.0,74.8,28.4,,3
92.74481006374707,337618.0,100.0,74.7,28.4,,3
90.60906417793694,299955.0,100.0,74.8,28.4,,3
95.39221615365521,342603.0,100.0,74.7,28.4,11.4,3
83.81821583584768,391960.0,100.0,74.7,28.4,,3
82.36525047565793,293661.0,100.0,74.8,28.4,,3
75.54696661180877,374240.0,100.0,74.7,28.4,10.3,3
77.75656518002974,420191.0,100.0,74.7,28.4,,3
75.0,417858.0,100.0,74.8,28.4,,3
89.68813973762094,346131.0,100.0,74.6,28.4,,3
83.6406473055284,365965.0,100.0,74.8,28.3,,3
87.69892238060122,394132.0,100.0,74.7,28.4,,3
88.91382118929631,356012.0,100.0,74.9,28.4,,3
85.09110230228916,347722.0,100.0,74.8,28.3,,3
90.46241415113647,281593.0,100.0,74.8,28.4,,3
77.2145166231543,379730.0,100.0,74.7,28.3,,3
89.36692350502354,342640.0,100.0,74.8,28.4,,3
88.14747146452315,363903.0,99.0,74.8,28.3,,3
83.68192255752511,318867.0,100.0,74.8,28.3,10.8,3
89.56676204078146,310865.0,100.0,74.7,28.4,,3
91.26602204571577,281896.0,100.0,74.8,28.3,,3
96.23324509860515,368903.0,100.0,74.7,28.3,,3
90.048237874511,389307.0,100.0,74.8,28.3,,3
100.0,390574.0,100.0,74.8,28.4,,3
75.0,298816.0,100.0,74.7,28.3,,3
83.00145137843457,351043.0,100.0,74.8,28.3,,3
92.14127216375299,320970.0,100.0,74.8,28.3,,3
89.49413411581662,319784.0,100.0,74.7,28.3,,3
83.10785757606442,293733.0,100.0,74.9,28.3,,3
80.61413403111277,295932.0,100.0,74.9,28.3,,3
80.19301397618133,392145.0,100.0,74.8,28.3,,3
80.40480888934445,455295.0,100.0,74.8,28.3,,3
91.94654320704711,357393.0,100.0,74.7,28.3,,3
81.13313775855029,378012.0,100.0,74.8,28.3,,3
83.39489739009781,354880.0,100.0,74.8,28.3,,3
100.0,346157.0,100.0,74.7,28.3,,3
97.19418661028541,321872.0,100.0,74.8,28.3,,3
87.7200920760243,420832.0,100.0,74.8,28.2,,3
82.98426353769786,422497.0,100.0,74.9,28.3,,3
93.6620154836438,327501.0,100.0,74.7,28.3,,3
93.05926191244417,388902.0,100.0,74.7,28.3,11.3,3
92.97447969773756,287191.0,100.0,74.8,28.3,,3
82.18290259340105,340099.0,100.0,74.7,28.2,10.8,3
87.40453256719962,374826.0,100.0,74.9,28.3,,3
89.42160800746603,296586.0,100.0,74.8,28.3,,3
91.0415828080477,374423.0,100.0,74.8,28.3,11.2,3
